N,P,K,pH,Organic_Carbon,Temperature,Humidity,Rainfall,Crop,Soil_Type,Fertilizer
11.4,23.7,26.3,7.6,2.38,35.5,77.5,1864.0,Rice,Sandy,NPK 20-10-10
23.2,25.3,29.5,4.88,2.52,27.3,89.9,1163.0,Tomato,Clay,Organic Compost
33.5,6.0,25.9,8.02,2.13,34.6,56.5,1123.0,Maize,Sandy,DAP
12.4,45.5,53.0,7.09,2.18,28.3,50.5,1553.0,Cassava,Loamy,Urea
32.0,16.2,13.7,4.62,1.94,22.3,75.2,987.0,Cassava,Sandy,Superphosphate
12.1,28.8,9.6,5.02,1.34,24.5,94.3,1686.0,Beans,Sandy,NPK 20-10-10
50.0,45.4,24.2,7.44,2.28,36.3,91.7,572.0,Rice,Clay,Organic Compost
41.7,19.9,29.2,4.83,0.41,36.4,93.5,1871.0,Beans,Loamy,DAP
41.0,40.8,38.0,7.98,2.14,34.9,41.9,1059.0,Sorghum,Clay,Organic Compost
45.6,15.0,11.8,7.8,1.51,28.8,89.0,1600.0,Tomato,Silt,Superphosphate
34.1,26.9,33.7,6.63,0.46,24.9,65.2,1200.0,Rice,Silt,DAP
28.6,35.9,38.2,5.9,0.68,22.1,49.1,791.0,Tomato,Silt,NPK 15-15-15
19.3,41.3,14.7,7.87,1.65,29.8,55.7,1219.0,Cassava,Loamy,NPK 20-10-10
23.2,39.3,53.2,6.51,1.64,36.2,60.7,403.0,Tomato,Clay,Organic Compost
41.5,13.9,8.9,5.81,2.3,18.7,54.4,846.0,Millet,Silt,NPK 15-15-15
46.1,37.2,21.1,5.38,0.49,25.2,56.6,1867.0,Wheat,Silt,Potash
36.6,21.5,40.8,7.19,0.48,35.1,60.0,553.0,Cassava,Silt,NPK 15-15-15
7.1,15.6,31.9,6.98,1.57,28.1,73.5,1445.0,Tomato,Sandy,Potash
43.4,43.9,38.0,6.67,1.21,34.7,90.4,1754.0,Rice,Loamy,Potash
28.5,41.6,42.5,6.3,2.27,24.5,48.9,839.0,Wheat,Clay,Organic Compost
12.9,11.7,26.9,6.72,1.74,19.8,93.4,595.0,Maize,Silt,NPK 20-10-10
50.0,34.0,23.9,7.56,1.75,33.8,62.0,1861.0,Tomato,Loamy,Potash
47.6,27.0,16.2,6.93,1.84,27.8,54.3,1399.0,Beans,Silt,Potash
58.1,27.0,54.5,5.23,1.5,36.6,44.5,544.0,Wheat,Clay,Organic Compost
22.4,27.3,8.3,5.2,2.22,28.4,61.7,1491.0,Maize,Silt,Potash
34.8,28.2,21.6,6.45,2.26,30.0,58.7,1068.0,Millet,Sandy,NPK 15-15-15
40.0,29.1,27.5,7.86,1.19,33.1,85.9,1856.0,Sorghum,Loamy,Potash
21.7,47.6,8.5,6.61,1.52,35.6,51.9,540.0,Cassava,Silt,Potash
21.6,12.4,46.6,6.84,1.92,36.0,86.4,1123.0,Wheat,Silt,DAP
40.0,14.0,50.7,5.74,1.34,28.3,90.2,673.0,Sorghum,Loamy,DAP
61.7,38.5,36.7,7.96,1.86,21.3,49.7,1431.0,Rice,Clay,Organic Compost
38.8,59.5,51.4,6.57,0.83,24.7,94.8,1454.0,Maize,Clay,Organic Compost
7.7,16.1,11.9,7.82,2.02,27.9,62.4,1774.0,Millet,Sandy,NPK 15-15-15
55.8,56.0,30.2,5.22,1.99,20.9,74.2,1522.0,Beans,Clay,Organic Compost
29.5,32.9,26.2,6.05,2.59,27.0,46.4,692.0,Tomato,Sandy,NPK 15-15-15
45.5,12.6,29.5,7.75,0.66,29.5,91.4,515.0,Sorghum,Loamy,DAP
25.5,17.5,33.4,7.06,1.72,36.2,47.1,1654.0,Rice,Sandy,DAP
24.1,8.7,29.4,6.85,2.1,35.5,69.8,1931.0,Maize,Sandy,DAP
33.9,29.1,43.3,5.54,1.91,36.9,82.3,1072.0,Millet,Clay,Organic Compost
29.3,11.1,25.6,4.76,0.92,18.3,78.8,434.0,Wheat,Sandy,DAP
20.8,23.4,44.5,7.84,2.29,33.0,55.3,519.0,Millet,Silt,NPK 15-15-15
29.4,28.8,52.7,6.69,1.29,35.3,72.0,1872.0,Cassava,Clay,Organic Compost
11.1,23.4,15.5,4.62,0.96,27.8,53.6,575.0,Millet,Silt,NPK 20-10-10
15.7,53.3,32.5,7.47,0.78,27.2,44.9,1059.0,Beans,Loamy,Urea
20.6,13.6,27.0,6.86,1.44,27.5,67.1,943.0,Maize,Sandy,DAP
31.9,28.8,25.7,5.7,1.77,27.7,45.5,999.0,Wheat,Silt,NPK 15-15-15
34.9,28.8,26.7,5.54,1.24,19.4,94.7,1289.0,Cassava,Loamy,NPK 15-15-15
32.7,22.1,17.4,7.14,1.07,36.7,49.3,1733.0,Rice,Sandy,Potash
56.8,23.0,46.1,5.82,1.2,27.0,72.8,1386.0,Cassava,Clay,Organic Compost
12.5,24.0,8.1,6.07,2.55,37.8,68.5,796.0,Cassava,Sandy,NPK 20-10-10
21.8,61.5,33.7,5.98,1.53,35.6,84.0,729.0,Cassava,Clay,Organic Compost
50.0,25.8,42.6,7.6,0.83,28.8,76.8,1417.0,Millet,Clay,Organic Compost
43.2,28.8,34.0,6.04,0.43,28.2,94.7,1053.0,Maize,Clay,Organic Compost
29.6,27.2,44.2,6.87,1.28,25.7,70.1,805.0,Maize,Silt,NPK 15-15-15
41.6,43.0,55.6,5.43,2.39,28.7,80.0,1379.0,Maize,Clay,Organic Compost
5.3,16.7,33.2,6.17,2.22,35.4,58.3,1772.0,Tomato,Sandy,NPK 20-10-10
25.8,29.6,18.5,5.14,1.75,32.8,76.0,969.0,Wheat,Sandy,Potash
16.1,43.5,12.3,6.3,2.29,28.6,81.9,783.0,Sorghum,Silt,NPK 20-10-10
31.6,24.3,12.3,5.04,2.25,29.1,50.1,1177.0,Tomato,Sandy,Potash
58.6,42.9,30.5,7.76,2.6,35.7,81.1,1939.0,Wheat,Clay,Organic Compost
27.4,13.4,13.4,5.19,2.11,35.9,47.0,1753.0,Beans,Loamy,Superphosphate
26.9,6.2,12.9,6.46,2.4,20.1,59.2,1323.0,Wheat,Sandy,Superphosphate
32.2,48.2,38.5,5.25,1.68,24.3,78.7,855.0,Beans,Loamy,NPK 20-10-10
51.1,31.4,44.9,8.13,0.59,30.1,53.9,1680.0,Beans,Loamy,NPK 20-10-10
16.4,27.2,42.2,4.75,2.44,22.3,67.5,1575.0,Millet,Silt,Urea
34.2,37.2,40.5,6.06,1.06,21.7,91.6,1042.0,Sorghum,Loamy,NPK 15-15-15
44.3,34.7,20.2,7.81,2.45,35.6,70.9,997.0,Wheat,Loamy,Potash
23.4,11.8,18.9,6.62,2.01,19.8,87.7,1130.0,Cassava,Sandy,Superphosphate
10.0,31.5,29.1,8.18,1.26,20.5,40.8,1668.0,Beans,Sandy,NPK 20-10-10
61.5,38.6,29.7,7.29,1.0,28.6,48.7,1137.0,Maize,Clay,Organic Compost
35.3,33.4,61.7,7.57,1.62,36.9,51.6,1318.0,Millet,Clay,Organic Compost
14.2,29.3,9.2,5.06,2.01,19.4,42.8,1007.0,Sorghum,Sandy,NPK 20-10-10
51.1,43.9,50.0,4.68,1.09,37.3,63.5,756.0,Cassava,Clay,Organic Compost
40.1,29.4,47.6,5.27,1.74,33.1,75.9,545.0,Cassava,Clay,Organic Compost
13.7,23.8,35.5,7.59,2.4,32.0,48.1,1629.0,Cassava,Silt,Urea
28.8,15.0,20.8,7.72,0.6,33.2,45.4,868.0,Maize,Silt,DAP
41.0,25.6,44.2,8.11,1.32,18.6,86.7,839.0,Millet,Loamy,NPK 20-10-10
12.0,23.2,12.6,7.14,1.83,28.2,70.5,764.0,Rice,Sandy,Organic Compost
50.2,45.4,42.4,6.25,1.68,31.8,41.4,1078.0,Millet,Loamy,Organic Compost
39.5,23.3,39.0,8.1,2.43,34.6,86.9,1030.0,Maize,Silt,NPK 15-15-15
61.3,44.1,38.1,7.6,2.05,20.5,72.8,1348.0,Tomato,Clay,Organic Compost
23.1,31.1,15.8,4.71,1.23,28.7,85.8,1411.0,Beans,Sandy,Potash
34.9,9.2,11.2,6.81,1.94,25.9,41.8,1235.0,Cassava,Sandy,Superphosphate
15.3,9.1,18.2,7.32,0.5,28.0,67.3,403.0,Wheat,Sandy,NPK 15-15-15
47.1,34.9,20.1,7.92,1.28,23.2,61.1,1379.0,Wheat,Silt,Potash
32.6,33.7,10.9,7.88,0.63,37.1,54.3,825.0,Tomato,Sandy,Potash
47.6,17.4,30.9,7.86,1.8,30.1,94.7,436.0,Rice,Loamy,DAP
19.9,21.3,39.0,5.51,1.86,32.8,62.1,1258.0,Rice,Loamy,Urea
17.6,30.0,20.8,7.08,1.19,25.4,64.0,1418.0,Millet,Sandy,NPK 20-10-10
14.4,50.7,51.8,5.4,0.62,29.4,43.5,768.0,Millet,Loamy,Urea
20.4,52.1,19.8,5.07,0.76,36.6,88.3,453.0,Sorghum,Loamy,Potash
23.2,23.2,54.8,6.08,1.63,18.6,89.5,1971.0,Wheat,Clay,Organic Compost
25.4,34.0,19.5,5.38,1.19,30.8,66.0,527.0,Tomato,Sandy,Potash
32.6,34.5,33.1,6.46,0.63,26.7,64.6,1996.0,Millet,Loamy,Urea
48.4,31.8,24.5,6.48,1.05,29.0,77.9,1249.0,Wheat,Loamy,Potash
40.3,53.7,33.1,7.47,1.61,32.1,57.0,1947.0,Millet,Loamy,Potash
6.4,21.2,23.6,6.9,0.78,31.0,49.1,1608.0,Wheat,Sandy,NPK 20-10-10
16.0,16.0,26.6,8.19,1.56,26.0,56.2,1399.0,Tomato,Sandy,NPK 20-10-10
38.1,29.7,53.0,4.54,1.92,26.2,46.7,548.0,Wheat,Loamy,NPK 15-15-15
44.0,21.1,22.4,6.94,0.88,18.1,64.5,1245.0,Cassava,Silt,Potash
25.0,30.4,16.0,7.42,0.54,27.6,60.7,1146.0,Millet,Sandy,DAP
32.3,31.5,36.2,6.19,0.89,30.4,60.7,496.0,Rice,Clay,Organic Compost
23.2,29.0,12.4,6.58,1.45,35.0,80.1,611.0,Sorghum,Sandy,Potash
33.6,13.6,19.1,6.54,0.54,32.3,45.8,663.0,Maize,Sandy,Superphosphate
53.8,33.0,34.9,5.28,1.32,37.7,83.5,1516.0,Beans,Loamy,Potash
60.6,61.5,45.2,5.09,2.52,28.8,42.1,530.0,Millet,Clay,Organic Compost
47.5,47.7,32.3,8.13,0.73,19.9,41.7,1639.0,Millet,Silt,Potash
47.5,31.0,40.0,5.75,2.09,33.1,64.0,470.0,Millet,Silt,NPK 20-10-10
32.7,25.0,47.8,5.86,1.12,33.4,59.5,1114.0,Beans,Silt,NPK 15-15-15
25.9,12.7,49.0,6.45,2.27,30.4,51.0,981.0,Cassava,Loamy,DAP
43.0,46.7,51.6,5.51,2.34,27.1,76.4,749.0,Tomato,Clay,Organic Compost
15.5,31.3,24.9,6.96,1.24,36.1,92.0,813.0,Tomato,Sandy,NPK 20-10-10
24.3,32.5,60.1,6.29,2.49,25.6,69.0,1127.0,Beans,Clay,Organic Compost
49.2,59.7,33.8,8.18,1.96,20.6,62.7,798.0,Beans,Clay,Organic Compost
60.3,20.6,25.8,5.53,2.27,30.2,71.1,1357.0,Beans,Clay,Organic Compost
13.2,33.5,48.7,7.13,2.36,35.9,52.1,1497.0,Maize,Silt,Urea
47.4,31.4,54.5,5.33,1.22,31.5,70.6,592.0,Wheat,Clay,Organic Compost
61.5,49.1,20.4,7.25,1.81,26.2,52.5,665.0,Beans,Clay,NPK 15-15-15
41.8,42.1,45.5,6.7,1.54,21.1,41.5,1322.0,Maize,Clay,Organic Compost
30.5,16.9,19.7,6.95,1.53,30.2,47.1,1703.0,Wheat,Loamy,Superphosphate
32.0,32.1,45.5,4.91,0.56,20.0,94.7,1883.0,Tomato,Loamy,NPK 15-15-15
23.6,54.5,28.0,5.51,2.25,23.1,86.5,1658.0,Tomato,Clay,Organic Compost
27.1,40.1,47.7,7.27,2.3,37.7,78.0,1885.0,Cassava,Loamy,NPK 20-10-10
58.2,21.7,44.8,6.36,2.19,20.5,69.0,1202.0,Rice,Clay,Organic Compost
30.7,25.4,44.0,5.01,1.03,23.6,91.4,1809.0,Millet,Silt,NPK 15-15-15
27.7,32.0,30.7,5.45,0.69,36.2,75.2,632.0,Tomato,Silt,NPK 15-15-15
43.5,19.6,52.1,4.79,2.5,32.5,52.5,689.0,Cassava,Loamy,DAP
16.9,40.9,15.3,6.5,1.66,18.4,60.7,446.0,Cassava,Loamy,NPK 20-10-10
25.7,25.2,28.2,5.74,0.81,28.6,78.2,1608.0,Sorghum,Sandy,NPK 20-10-10
8.4,20.7,21.7,4.97,2.52,30.8,52.3,481.0,Millet,Sandy,NPK 20-10-10
15.9,23.1,39.6,6.05,1.15,26.5,67.8,695.0,Millet,Loamy,Urea
5.2,34.3,6.6,4.66,2.36,37.5,86.4,623.0,Wheat,Sandy,NPK 20-10-10
40.4,12.7,24.4,5.52,1.84,24.9,68.0,1402.0,Tomato,Silt,DAP
49.1,26.6,57.3,5.26,0.52,26.7,77.7,639.0,Beans,Clay,Organic Compost
46.0,49.7,41.8,6.14,2.26,26.4,64.3,1324.0,Wheat,Clay,Organic Compost
9.7,43.7,27.0,7.85,1.58,27.5,50.7,1151.0,Millet,Silt,Urea
50.1,32.9,49.3,7.66,2.49,25.2,51.7,1910.0,Beans,Loamy,NPK 20-10-10
37.3,23.6,28.6,5.58,1.61,28.3,69.9,522.0,Cassava,Clay,Organic Compost
50.3,30.5,27.1,6.51,1.78,19.6,80.8,620.0,Millet,Loamy,Potash
22.1,25.7,29.0,6.45,0.74,31.9,66.3,1342.0,Beans,Sandy,NPK 15-15-15
42.2,34.5,49.3,7.25,1.45,22.3,41.0,729.0,Sorghum,Loamy,NPK 20-10-10
40.8,26.0,13.3,6.12,2.13,24.8,89.6,1764.0,Beans,Loamy,Potash
29.2,16.7,25.8,5.33,0.85,36.9,70.2,515.0,Tomato,Sandy,DAP
55.5,57.6,24.8,4.73,0.67,31.4,69.3,1581.0,Sorghum,Clay,Organic Compost
23.1,26.3,42.4,6.71,2.48,20.9,91.6,752.0,Cassava,Loamy,NPK 15-15-15
13.9,11.0,11.5,6.62,2.12,32.9,85.6,1570.0,Rice,Sandy,NPK 15-15-15
34.6,17.3,19.3,6.64,0.42,21.6,64.5,1631.0,Millet,Sandy,Superphosphate
12.9,23.2,15.8,5.6,1.24,32.0,50.9,499.0,Tomato,Sandy,NPK 20-10-10
22.8,36.2,49.9,5.59,0.8,18.0,94.0,1227.0,Sorghum,Loamy,NPK 15-15-15
54.8,49.0,24.6,6.59,2.52,30.7,82.3,1851.0,Millet,Loamy,Potash
22.6,15.2,12.5,6.84,2.56,36.3,51.5,1748.0,Tomato,Sandy,Potash
60.3,45.3,46.5,5.94,1.99,22.9,41.9,1736.0,Millet,Clay,Organic Compost
30.8,13.9,18.9,4.87,0.87,30.7,71.4,1093.0,Tomato,Loamy,Superphosphate
41.4,37.8,41.9,5.34,0.97,24.0,80.8,1092.0,Millet,Loamy,NPK 20-10-10
24.1,14.5,42.3,6.27,1.76,30.0,44.3,1654.0,Wheat,Silt,DAP
19.8,38.4,37.4,7.88,0.66,36.2,88.8,876.0,Sorghum,Silt,Urea
12.1,24.2,6.5,4.86,1.85,37.0,41.9,437.0,Maize,Sandy,Superphosphate
19.2,25.8,17.5,8.19,1.46,36.8,75.7,1916.0,Wheat,Sandy,NPK 20-10-10
22.0,35.8,33.9,6.3,1.5,21.4,89.8,1127.0,Tomato,Silt,NPK 15-15-15
38.5,9.9,22.0,6.66,2.21,24.2,56.5,1579.0,Maize,Silt,DAP
53.2,57.5,34.9,5.11,1.69,21.8,54.6,1041.0,Maize,Clay,Organic Compost
20.0,18.4,37.0,5.63,1.93,32.9,79.3,1863.0,Rice,Silt,NPK 20-10-10
25.8,45.9,45.6,4.76,2.52,35.1,89.5,727.0,Maize,Loamy,NPK 20-10-10
15.8,11.8,9.2,7.72,1.57,30.0,54.4,1896.0,Maize,Sandy,NPK 15-15-15
25.8,22.0,37.6,7.58,2.53,19.4,58.4,1026.0,Wheat,Loamy,NPK 15-15-15
43.0,57.4,29.3,5.98,1.59,34.3,85.3,1775.0,Tomato,Clay,Organic Compost
50.5,60.1,32.0,5.23,0.45,31.3,70.0,616.0,Tomato,Clay,Organic Compost
18.1,12.0,23.2,4.69,0.44,23.2,55.9,567.0,Maize,Sandy,NPK 20-10-10
50.4,53.9,27.6,6.93,0.91,35.6,54.8,608.0,Beans,Clay,Organic Compost
11.0,15.2,24.8,4.93,1.03,35.2,55.1,670.0,Maize,Sandy,NPK 20-10-10
29.1,11.7,9.0,7.49,2.25,32.7,52.9,1243.0,Wheat,Sandy,Superphosphate
33.5,25.3,30.3,5.21,2.44,35.1,83.2,1906.0,Beans,Sandy,NPK 15-15-15
39.9,47.3,44.2,6.69,1.72,35.6,40.5,1549.0,Cassava,Loamy,NPK 20-10-10
28.6,42.1,25.4,6.94,2.08,30.5,70.5,949.0,Wheat,Clay,Organic Compost
38.3,9.0,29.4,7.22,1.51,29.8,90.1,1798.0,Rice,Silt,Organic Compost
23.7,30.6,13.0,5.02,1.71,27.4,54.2,1909.0,Sorghum,Sandy,Potash
14.5,20.6,17.0,5.96,0.58,29.2,62.5,1357.0,Wheat,Loamy,NPK 20-10-10
17.5,16.0,25.4,5.86,2.11,30.0,51.0,1064.0,Beans,Sandy,NPK 20-10-10
49.8,49.8,40.3,5.59,1.71,20.3,72.9,564.0,Sorghum,Clay,Organic Compost
19.8,45.7,43.2,7.2,1.14,28.5,72.2,1003.0,Tomato,Loamy,Urea
56.7,60.3,33.7,5.77,0.88,35.3,49.0,1678.0,Rice,Clay,Organic Compost
52.6,39.0,34.6,7.81,1.4,19.1,74.9,1453.0,Maize,Clay,Organic Compost
36.5,20.2,27.5,5.3,1.75,34.2,45.4,443.0,Maize,Silt,NPK 15-15-15
33.6,43.7,40.4,4.95,2.07,21.5,85.4,1623.0,Maize,Clay,Organic Compost
40.4,54.2,42.6,5.94,1.76,31.2,81.0,1150.0,Millet,Loamy,Organic Compost
60.5,33.0,21.6,5.24,2.44,33.8,64.2,1848.0,Maize,Clay,Organic Compost
8.9,18.3,20.4,5.04,0.65,25.8,52.8,1319.0,Rice,Sandy,NPK 20-10-10
20.6,47.1,52.5,6.31,1.67,37.2,82.2,934.0,Rice,Clay,Organic Compost
20.7,25.8,17.9,7.76,0.77,26.4,43.6,1529.0,Sorghum,Sandy,Potash
50.1,20.0,12.1,6.64,1.36,19.1,56.3,783.0,Cassava,Loamy,Potash
20.8,28.6,19.2,8.02,2.1,26.5,80.0,904.0,Millet,Silt,NPK 20-10-10
27.0,29.3,42.7,7.81,2.37,29.5,74.6,1252.0,Rice,Loamy,NPK 15-15-15
24.7,57.5,31.9,5.31,1.0,34.2,54.8,1375.0,Tomato,Clay,Organic Compost
44.8,61.9,33.1,5.79,0.84,27.3,86.1,738.0,Tomato,Clay,Organic Compost
53.8,49.0,58.0,6.43,1.9,19.0,61.7,1633.0,Maize,Clay,Organic Compost
14.2,15.6,24.4,4.79,1.77,36.3,45.2,805.0,Rice,Sandy,Superphosphate
43.4,51.8,27.8,5.05,0.46,24.5,68.2,1841.0,Sorghum,Loamy,Potash
40.2,56.4,56.2,7.67,1.28,24.9,51.4,765.0,Millet,Clay,Organic Compost
33.5,25.3,18.2,6.91,0.86,19.9,45.1,1761.0,Beans,Silt,Potash
19.9,25.7,29.8,7.74,0.76,22.3,48.3,1113.0,Beans,Sandy,NPK 20-10-10
23.2,48.5,42.3,7.18,1.92,18.8,44.6,1091.0,Tomato,Silt,NPK 20-10-10
30.1,46.1,25.8,7.94,2.46,19.1,73.9,633.0,Wheat,Loamy,NPK 20-10-10
11.1,47.4,49.8,6.98,1.18,23.0,63.8,688.0,Beans,Silt,Urea
5.6,14.0,25.3,5.15,1.13,18.6,46.2,761.0,Maize,Sandy,NPK 20-10-10
25.3,32.8,50.4,6.92,1.24,36.6,83.3,1371.0,Cassava,Clay,Organic Compost
29.8,35.4,54.6,8.02,0.65,37.6,81.5,1491.0,Tomato,Loamy,NPK 15-15-15
17.0,31.1,8.1,7.12,2.18,35.7,52.1,1487.0,Wheat,Sandy,Urea
19.5,23.7,30.5,6.37,1.52,27.3,73.0,1548.0,Millet,Sandy,NPK 20-10-10
15.4,18.0,8.0,7.28,1.55,18.0,74.7,942.0,Wheat,Sandy,NPK 15-15-15
20.1,23.6,38.5,7.27,1.73,18.3,72.5,1171.0,Rice,Clay,Organic Compost
50.2,46.5,46.2,6.0,0.43,21.8,86.4,1387.0,Maize,Clay,Organic Compost
11.2,22.6,34.0,4.96,2.43,19.5,77.4,882.0,Sorghum,Silt,Urea
15.0,18.9,33.8,6.75,0.41,33.5,59.9,841.0,Millet,Sandy,NPK 20-10-10
22.6,36.4,31.7,7.82,2.31,36.0,42.3,480.0,Beans,Clay,Organic Compost
12.7,18.9,37.8,6.99,2.13,19.3,82.2,1185.0,Rice,Silt,NPK 20-10-10
53.6,24.4,53.9,6.61,1.76,35.6,79.0,1334.0,Sorghum,Clay,Organic Compost
55.1,61.8,51.8,7.42,1.94,33.3,53.4,1078.0,Sorghum,Clay,Organic Compost
22.9,34.2,30.7,7.56,2.23,33.9,77.4,810.0,Sorghum,Sandy,NPK 15-15-15
50.4,24.7,43.0,5.68,1.95,35.1,40.9,583.0,Maize,Clay,Organic Compost
50.7,54.1,51.1,4.62,2.02,37.2,60.3,1536.0,Rice,Clay,Organic Compost
16.8,20.8,15.1,8.03,1.66,22.9,47.4,1800.0,Beans,Silt,Organic Compost
52.4,48.6,55.1,4.64,1.35,19.6,62.3,1297.0,Tomato,Clay,Organic Compost
58.7,33.0,49.4,7.14,2.51,19.7,73.9,1052.0,Cassava,Clay,Organic Compost
19.7,9.5,40.7,4.82,1.12,29.9,74.3,1466.0,Beans,Silt,NPK 20-10-10
25.8,25.8,41.4,5.92,2.41,28.2,64.9,1780.0,Tomato,Clay,Organic Compost
34.7,22.1,36.4,4.93,1.58,35.0,68.3,510.0,Wheat,Loamy,Potash
29.4,42.1,52.6,5.44,2.02,19.5,81.2,502.0,Millet,Clay,Organic Compost
31.7,21.0,30.3,6.65,2.18,29.0,64.7,1453.0,Maize,Sandy,NPK 15-15-15
51.0,15.1,51.4,5.17,1.9,34.5,53.3,580.0,Beans,Loamy,DAP
19.6,27.9,12.6,4.86,2.51,32.0,75.9,933.0,Cassava,Sandy,NPK 20-10-10
19.7,25.7,43.8,5.38,1.09,28.6,75.7,639.0,Rice,Loamy,Urea
15.4,7.4,34.2,7.06,0.62,25.3,44.4,1266.0,Cassava,Sandy,NPK 20-10-10
46.7,23.7,17.9,4.98,0.72,35.0,66.4,1678.0,Wheat,Silt,Potash
17.4,18.6,7.9,4.67,2.59,31.3,43.0,1636.0,Maize,Sandy,NPK 15-15-15
52.8,13.1,53.5,5.11,1.05,30.5,79.4,672.0,Millet,Loamy,DAP
33.7,33.4,27.2,8.09,2.16,37.6,45.7,521.0,Maize,Clay,Organic Compost
34.7,11.9,43.4,6.31,1.21,28.1,42.2,744.0,Sorghum,Silt,DAP
7.4,13.8,10.5,7.92,2.17,28.9,92.3,997.0,Sorghum,Sandy,NPK 15-15-15
48.5,50.7,31.9,5.16,0.82,23.8,52.3,1021.0,Cassava,Loamy,Potash
58.2,20.1,25.8,4.53,2.57,26.2,50.8,590.0,Wheat,Clay,Organic Compost
35.6,27.2,27.7,4.93,1.54,26.5,80.1,707.0,Beans,Loamy,NPK 15-15-15
43.9,33.4,46.0,7.61,2.42,25.6,89.7,1534.0,Sorghum,Loamy,NPK 20-10-10
5.6,21.8,28.4,8.16,1.35,37.8,49.4,1933.0,Sorghum,Sandy,NPK 20-10-10
32.1,49.3,9.9,6.02,2.33,21.3,71.3,1238.0,Tomato,Silt,Potash
30.9,49.1,43.0,6.95,0.84,23.5,70.2,405.0,Beans,Clay,Organic Compost
52.0,49.0,38.8,7.8,2.57,33.5,74.5,1119.0,Rice,Loamy,Potash
19.2,20.0,11.9,7.42,2.33,18.3,46.2,1986.0,Tomato,Sandy,NPK 20-10-10
40.2,41.9,24.6,5.01,1.67,25.6,83.9,1955.0,Tomato,Clay,Organic Compost
32.7,18.7,41.9,6.16,2.29,31.0,49.4,1058.0,Cassava,Loamy,DAP
27.1,40.8,19.5,7.85,1.67,33.4,61.8,1905.0,Millet,Loamy,Potash
21.5,13.2,30.0,7.4,1.49,24.0,86.9,1761.0,Rice,Sandy,DAP
13.6,15.5,33.3,7.22,0.56,27.2,61.8,770.0,Tomato,Sandy,NPK 20-10-10
25.5,48.5,17.7,5.89,1.8,24.7,62.5,1280.0,Rice,Loamy,Potash
24.7,43.9,47.4,5.71,0.98,30.0,62.8,1848.0,Millet,Clay,Organic Compost
50.7,50.5,29.9,7.29,2.26,23.1,76.0,1579.0,Wheat,Loamy,Potash
60.6,40.4,23.2,7.9,1.55,20.8,80.3,1499.0,Beans,Clay,Organic Compost
56.3,60.7,37.0,5.0,1.17,28.2,56.5,1378.0,Maize,Clay,NPK 15-15-15
40.9,20.7,34.6,5.85,1.26,32.2,86.4,1730.0,Maize,Silt,Potash
19.2,34.4,23.4,7.42,2.46,23.8,87.8,1584.0,Millet,Silt,Urea
33.4,28.5,23.5,7.14,0.89,27.9,88.9,1474.0,Maize,Clay,Organic Compost
29.0,52.8,23.3,5.02,2.46,23.6,48.3,744.0,Maize,Clay,Organic Compost
26.4,20.7,56.3,5.61,0.57,18.6,89.5,1237.0,Beans,Clay,Organic Compost
29.9,40.3,46.1,6.87,2.26,18.2,66.4,1366.0,Maize,Silt,NPK 20-10-10
25.7,32.0,54.6,4.6,1.73,19.4,72.6,804.0,Beans,Clay,Organic Compost
11.9,16.3,24.0,7.96,1.76,28.1,70.6,1155.0,Cassava,Sandy,NPK 20-10-10
33.2,45.9,28.8,4.9,1.81,33.9,82.9,803.0,Beans,Loamy,NPK 20-10-10
24.4,42.0,32.8,7.43,1.11,32.7,48.8,507.0,Tomato,Clay,Organic Compost
43.7,14.3,9.4,7.66,1.22,29.8,44.6,1852.0,Maize,Silt,Superphosphate
39.3,27.7,27.2,6.01,1.52,30.4,48.1,1607.0,Cassava,Loamy,NPK 15-15-15
10.5,18.4,21.8,6.9,2.14,28.3,88.4,1928.0,Tomato,Sandy,NPK 20-10-10
6.0,26.5,12.6,7.34,0.41,33.5,43.9,1807.0,Maize,Sandy,NPK 20-10-10
29.3,29.2,44.9,6.47,1.61,24.4,80.1,480.0,Rice,Silt,NPK 15-15-15
48.4,45.6,21.4,5.57,1.01,22.5,40.9,1723.0,Sorghum,Loamy,Potash
33.1,17.3,30.8,5.59,2.36,32.0,48.9,1523.0,Sorghum,Loamy,DAP
10.9,14.2,42.0,7.57,1.74,18.3,57.4,1041.0,Wheat,Silt,NPK 20-10-10
14.7,12.9,37.3,5.48,1.91,33.6,73.6,1984.0,Sorghum,Loamy,NPK 20-10-10
24.2,29.2,16.7,6.11,1.14,29.5,60.6,1981.0,Millet,Sandy,Potash
33.9,45.6,46.7,6.86,0.41,35.4,90.0,1795.0,Maize,Loamy,NPK 20-10-10
59.9,22.8,26.3,6.82,1.42,33.1,74.8,407.0,Wheat,Clay,Organic Compost
43.8,14.6,22.6,4.94,2.05,30.6,66.6,880.0,Millet,Silt,DAP
40.6,25.2,39.5,7.82,1.68,33.1,56.2,949.0,Millet,Clay,Organic Compost
15.1,30.6,24.5,7.59,1.24,22.2,44.6,804.0,Maize,Silt,Urea
23.6,30.7,12.6,6.24,0.77,22.4,60.4,1531.0,Tomato,Sandy,Potash
29.1,50.2,45.6,7.05,1.3,24.8,79.8,549.0,Maize,Loamy,NPK 20-10-10
38.8,36.4,14.6,6.05,0.82,34.0,90.2,903.0,Wheat,Loamy,Urea
